,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
31524,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31525,Other,Other,CompanySponsored,C1000,ProductDev,Trust,100000-499999,1229440,0
31526,BAKERY CONFECTIONERY TOBACCO WORKERS AND GRAIN MILLERS INTL UNI,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31527,Other,Other,CompanySponsored,C1000,Preservation,Association,1-99999,678075,1
31528,WASHINGTON STATE GRANGE,Other,CompanySponsored,C1000,Preservation,Association,1-99999,5731,0
31529,Other,T3,Independent,C2000,Preservation,Trust,1M+,244372314,0
31530,Other,T3,Independent,Other,Preservation,Trust,1M+,2791345,1
31531,Other,T3,Independent,C1000,Preservation,Trust,1M+,1079817,0
31532,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31533,Other,Other,Independent,C1000,ProductDev,Trust,1M+,7161977,0
31534,Other,T3,Independent,C1000,Heathcare,Trust,1M+,133804409,0
31535,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,100000-499999,258211,0
31536,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,185670,1
31537,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31538,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31539,INDEPENDENT ORDER OF ODD FELLOWS,Other,CompanySponsored,C1000,Preservation,Association,1-99999,266839,0
31540,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
31541,FRATERNAL ORDER OF EAGLES,Other,CompanySponsored,C1000,ProductDev,Association,100000-499999,500000,1
31542,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
31543,FRATERNAL ORDER OF EAGLES,Other,CompanySponsored,C1000,ProductDev,Association,100000-499999,140940,0
31544,WASHINGTON STATE GRANGE,Other,CompanySponsored,C1000,Preservation,Association,0,5000,0
31545,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31546,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31547,UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31548,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31549,Other,T5,CompanySponsored,C3000,CommunityServ,Association,1M+,1119840,1
31550,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31551,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31552,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31553,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31554,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
31555,Other,T3,CompanySponsored,Other,Preservation,Trust,1M+,790873,0
31556,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31557,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31558,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31559,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
31560,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31561,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31562,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31563,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31564,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31565,Other,T3,Independent,C1000,Preservation,Trust,1-99999,1223283,1
31566,Other,T3,CompanySponsored,C1200,Preservation,Association,1-99999,63831,0
31567,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31568,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,111823,0
31569,Other,T4,Independent,C3000,ProductDev,Trust,1-99999,100057,1
31570,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31571,SOCIETY FOR MANAGEMENT INFORMATION SYSTEMS,T6,CompanySponsored,C2000,ProductDev,Trust,1-99999,26089,1
31572,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31573,Other,T6,Independent,C1000,ProductDev,Trust,0,5000,1
31574,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
31575,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,468571,0
31576,Other,T3,Independent,C1000,Preservation,Association,0,5000,1
31577,Other,T3,Independent,C1200,Preservation,Trust,1-99999,62049,0
31578,Other,T3,Independent,C2000,Preservation,Trust,1M+,9255342,0
31579,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31580,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31581,FEDERALLY EMPLOYED WOMEN INC,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
31582,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,1
31583,Other,T3,CompanySponsored,Other,Preservation,Trust,1M+,86601992,0
31584,UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31585,Other,T3,Independent,C2000,Preservation,Trust,1M+,1489708,0
31586,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31587,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31588,PHYSICIANS FOR SOCIAL RESPONSIBILITY INC,T3,CompanySponsored,C1000,Preservation,Association,100000-499999,67367,1
31589,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31590,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31591,WASHINGTON EXPLORER SEARCH AND RESCUE,T3,Independent,C2000,Preservation,Association,0,5000,0
31592,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,1-99999,52714,0
31593,Other,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
31594,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31595,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31596,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31597,ROTARY INTERNATIONAL,T4,CompanySponsored,C1000,ProductDev,Trust,100000-499999,319928,0
31598,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31599,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31600,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31601,Other,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,0
31602,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31603,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
31604,Other,T3,Independent,C1000,Preservation,Trust,1M+,1793635,1
31605,Other,T3,CompanySponsored,Other,Preservation,Association,100000-499999,1887521,1
31606,Other,T3,Independent,C2000,Preservation,Trust,1M+,2033452,0
31607,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31608,UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1000,Preservation,Association,100000-499999,38563,1
31609,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31610,FUTURE FARMERS OF AMERICA STATE ASSOCIATIONS & LOCAL CHAPTER,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31611,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
31612,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
31613,Other,T5,CompanySponsored,C1000,ProductDev,Association,0,5000,0
31614,Other,T3,Independent,C1200,Preservation,Trust,1M+,783855,0
31615,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31616,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31617,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,220275,0
31618,Other,T3,Independent,C2000,Preservation,Trust,1M+,115002626,0
31619,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
31620,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31621,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31622,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31623,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31624,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31625,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,80794,0
31626,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31627,INTERNATIONAL ASSOCIATION OF ASSESSING OFFICERS,T3,CompanySponsored,Other,Preservation,Trust,0,5000,0
31628,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31629,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,Independent,C3000,ProductDev,Association,1-99999,67881,1
31630,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31631,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31632,Other,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31633,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31634,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31635,Other,T3,Independent,C1200,Preservation,Trust,1-99999,25627,0
31636,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31637,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
31638,Other,T3,Independent,Other,Preservation,Association,0,5000,0
31639,UNITED OSTOMY ASSOCIATION OF AMERICA INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31640,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31641,LABOR AND EMPLOYMENT RELATIONS ASSOCIATION,T3,CompanySponsored,C2000,Preservation,Association,100000-499999,93063,1
31642,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31643,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31644,SNOHOMISH HIGH SCHOOL PANTHER PARENTS CLUB,T3,CompanySponsored,C1000,Preservation,Association,1-99999,7209,1
31645,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31646,Other,T3,Independent,C1000,Preservation,Trust,1M+,7947501,1
31647,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31648,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31649,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31650,INDEPENDENT ORDER OF ODD FELLOWS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,0
31651,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31652,AMERICAN VOLKSSPORT ASSOCIATION INC,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31653,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31654,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31655,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31656,Other,T3,Independent,C1000,Preservation,Trust,1-99999,21077,0
31657,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31658,Other,T4,Independent,C1000,ProductDev,Trust,0,5000,1
31659,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31660,Other,T6,Independent,C2000,ProductDev,Association,0,5000,1
31661,Other,T3,Independent,C1000,Preservation,Trust,1-99999,451486,0
31662,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31663,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31664,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31665,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31666,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31667,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
31668,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31669,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31670,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31671,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31672,Other,Other,Independent,C2000,ProductDev,Trust,0,5000,1
31673,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31674,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31675,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,1M+,13446012,1
31676,WASHINTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31677,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31678,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31679,Other,T3,Independent,C1000,Preservation,Trust,1-99999,276838,0
31680,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31681,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31682,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31683,Other,T3,Independent,C1000,Preservation,Association,1-99999,16613,0
31684,PTA WASHINGTON CONGRESS,T3,Independent,C1000,Preservation,Trust,0,5000,0
31685,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31686,PTSA WASHINGTON CONGRESS,T3,Independent,C2000,Preservation,Trust,0,5000,0
31687,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31688,Other,T3,Independent,C2000,Preservation,Trust,1-99999,8908,0
31689,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
31690,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31691,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31692,Other,T3,Independent,C1000,Preservation,Trust,1-99999,552207,1
31693,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,107637,0
31694,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31695,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,269468,0
31696,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
31697,DAUGHTERS OF NORWAY,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
31698,Other,T3,Independent,C1000,Preservation,Trust,1-99999,11935,0
31699,Other,T3,Independent,C1000,Preservation,Trust,1M+,1287508,0
31700,Other,T4,Independent,C1000,ProductDev,Association,0,5000,0
31701,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31702,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31703,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31704,MUSIC TEACHERS NATIONAL ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
31705,Other,T3,Independent,C1000,Preservation,Trust,1-99999,36791,0
31706,Other,T3,Independent,C1000,Preservation,Association,100000-499999,257878,1
31707,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31708,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,352405,0
31709,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,90247,1
31710,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31711,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31712,Other,T3,Independent,C2000,Preservation,Trust,100000-499999,39122,0
31713,Other,T3,Independent,C1000,Preservation,Trust,1-99999,149462,1
31714,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31715,Other,T3,Independent,C1000,Preservation,Co-operative,0,5000,0
31716,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31717,PTSA WASHINGTON CONGRESS,T3,Independent,C1000,Preservation,Trust,0,5000,0
31718,Other,T5,Independent,C1000,ProductDev,Association,0,5000,0
31719,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31720,Other,T3,Independent,C1000,Preservation,Trust,1-99999,24746,0
31721,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,1729424,0
31722,Other,T3,Independent,C1000,Preservation,Trust,1M+,4388466,1
31723,Other,T3,Independent,C1000,Preservation,Trust,1-99999,52593,0
31724,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31725,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31726,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31727,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31728,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31729,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31730,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31731,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31732,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31733,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,347130,0
31734,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
31735,Other,T3,Independent,C1000,Preservation,Association,1-99999,24047,0
31736,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31737,AMERICAN TRAIN DISPATCHERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,320975,0
31738,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31739,Other,T4,Independent,C3000,ProductDev,Association,0,5000,1
31740,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31741,Other,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31742,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31743,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31744,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31745,Other,T3,Independent,C1000,Preservation,Trust,1M+,8744690,0
31746,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31747,Other,T3,Independent,C1000,Preservation,Association,0,5000,1
31748,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31749,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31750,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,281878,1
31751,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31752,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31753,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Association,100000-499999,318359,0
31754,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31755,PUGET SOUND UNISERV COUNCIL,T5,CompanySponsored,C1000,ProductDev,Trust,0,5000,0
31756,Other,T6,Independent,C1000,ProductDev,Trust,0,5000,1
31757,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,29917,0
31758,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31759,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31760,Other,T3,Independent,C1000,Preservation,Trust,1-99999,42178,0
31761,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
31762,Other,T3,Independent,C1000,Preservation,Trust,1-99999,8632,1
31763,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,142866,0
31764,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
31765,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31766,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31767,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31768,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31769,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31770,Other,T3,Independent,C1000,Preservation,Trust,1-99999,13681,1
31771,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,0
31772,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
31773,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,112058,1
31774,Other,T3,Independent,C1000,Preservation,Trust,1-99999,22819,0
31775,Other,T3,Independent,C1000,Preservation,Trust,1-99999,22035,0
31776,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
31777,GOLD WING ROAD RIDERS ASSOCIATION,T4,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
31778,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31779,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31780,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31781,Other,T3,Independent,C2000,Preservation,Association,0,5000,1
31782,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31783,Other,T3,Independent,C1000,Preservation,Trust,1-99999,54698,0
31784,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
31785,Other,T3,Independent,C1000,Preservation,Trust,1-99999,17112,0
31786,Other,T3,Independent,C1000,Preservation,Trust,1-99999,36864,0
31787,Other,T3,Independent,C1000,Preservation,Trust,1-99999,1453985,0
31788,Other,T3,Regional,C1000,Preservation,Trust,0,5000,1
31789,Other,T3,Independent,C1000,Preservation,Trust,1-99999,219314,1
31790,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,2194606,1
31791,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31792,Other,T3,Independent,C1000,Preservation,Trust,1-99999,16710,0
31793,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31794,NATIONAL ASSOCIATION OF CHARITABLE GIFT PLANNERS,T3,CompanySponsored,C2000,Preservation,Trust,1-99999,83211,1
31795,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
31796,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
31797,Other,Other,Independent,C1000,ProductDev,Association,0,5000,1
31798,Other,T3,Independent,C1000,Preservation,Trust,1-99999,1004889,1
31799,PTA WASHINGTON CONGRESS,T3,Independent,C1000,Preservation,Trust,0,5000,0
31800,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31801,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31802,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31803,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31804,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31805,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,203746,0
31806,LA LECHE LEAGUE OF WASHINGTON,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
31807,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31808,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31809,Other,T3,Independent,C1000,Preservation,Trust,1-99999,44773,1
31810,Other,T3,Independent,C1000,Preservation,Trust,1-99999,14171,1
31811,NATIONAL ASSOCIATION OF SCHOLARS,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
31812,MUSIC TEACHERS NATIONAL ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
31813,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,18246,1
31814,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31815,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31816,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31817,UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31818,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
31819,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31820,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31821,PUGET SOUND UNISERV COUNCIL,T5,CompanySponsored,C1000,ProductDev,Association,0,5000,0
31822,Other,T3,Independent,Other,Preservation,Trust,1-99999,126806,1
31823,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
31824,Other,T3,Independent,C1000,Preservation,Trust,1-99999,25434,0
31825,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31826,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
31827,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
31828,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,52339,0
31829,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31830,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
31831,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
